VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
2597, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2598, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2599, 630, 0.02217, 0.04504, 1.27996, 0.14674, 0.97014, -0.19313, -0.02063, -0.1922, -0.98114, 1.00, 0.3209, 0.52421, 0.00055, -0.00463, 0.02217, 0.04504, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2600, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2601, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2602, 632, 0.08839, 0.03606, 1.32691, 0.61698, 0.70875, -0.34206, -0.097, -0.36285, -0.92679, 1.00, 0.29475, 0.48901, 0.00765, -0.04286, 0.08839, 0.03606, 1.32691, 0.77965, 0.22035, 0.00, 0.00, 1, 6, 0, 0
2603, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2604, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2605, 632, 0.08839, 0.03606, 1.32691, 0.61698, 0.70875, -0.34206, -0.097, -0.36285, -0.92679, 1.00, 0.29475, 0.48901, 0.00765, -0.04286, 0.08839, 0.03606, 1.32691, 0.77965, 0.22035, 0.00, 0.00, 1, 6, 0, 0
2606, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2607, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2608, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2609, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2610, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2611, 633, 0.0663, 0.03985, 1.30799, 0.38787, 0.85926, -0.3335, -0.09044, -0.3246, -0.94152, 1.00, 0.30501, 0.50073, 0.003, 0.00794, 0.0663, 0.03985, 1.30799, 0.88459, 0.11541, 0.00, 0.00, 1, 6, 0, 0
2612, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2613, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2614, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2615, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2616, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2617, 636, 0.04346, 0.0397, 1.27996, 0.29868, 0.92374, -0.23979, -0.05343, -0.23468, -0.9706, 1.00, 0.3209, 0.51249, 0.00486, -0.01237, 0.04346, 0.0397, 1.27996, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2618, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2619, 635, -0.00002, 0.03789, 1.2305, 0.00414, 0.98101, -0.19392, 0.01434, -0.19396, -0.9809, 1.00, 0.34938, 0.53567, -0.01776, 0.00567, -0.00002, 0.03789, 1.2305, 0.80362, 0.19638, 0.00, 0.00, 1, 8, 0, 0
2620, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2621, 640, 0.02062, 0.03488, 1.23032, 0.21882, 0.95315, -0.20886, -0.0045, -0.21305, -0.97703, 1.00, 0.34938, 0.52421, -0.00681, -0.01257, 0.02062, 0.03488, 1.23032, 0.76952, 0.23048, 0.00, 0.00, 1, 8, 0, 0
2622, 640, 0.02062, 0.03488, 1.23032, 0.21882, 0.95315, -0.20886, -0.0045, -0.21305, -0.97703, 1.00, 0.34938, 0.52421, -0.00681, -0.01257, 0.02062, 0.03488, 1.23032, 0.76952, 0.23048, 0.00, 0.00, 1, 8, 0, 0
2623, 634, 0.02166, 0.04056, 1.25729, 0.19671, 0.95874, -0.20522, -0.03026, -0.20327, -0.97865, 1.00, 0.33371, 0.52421, -0.0013, 0.00313, 0.02166, 0.04056, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2624, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2625, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2626, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2627, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2628, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2629, 623, 0.10152, 0.01557, 1.32686, 0.92702, 0.3171, -0.20022, -0.09032, -0.32938, -0.93987, 1.00, 0.29675, 0.47708, -0.02944, -0.04752, 0.10152, 0.01557, 1.32686, 0.76949, 0.23051, 0.00, 0.00, 1, 6, 0, 0
2630, 620, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, -0.05196, -0.27722, -0.9594, 1.00, 0.30, 0.46501, -0.04771, -0.02748, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
2631, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2632, 620, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, -0.05196, -0.27722, -0.9594, 1.00, 0.30, 0.46501, -0.04771, -0.02748, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
2633, 642, 0.10013, -0.01244, 1.308, 0.98771, 0.09851, -0.12132, -0.09234, -0.25842, -0.96161, 1.00, 0.31034, 0.46501, -0.00643, -0.02771, 0.10013, -0.01244, 1.308, 0.88895, 0.09856, 0.01249, 0.00, 1, 6, 2, 0
2634, 643, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, -0.0792, -0.23681, -0.96832, 1.00, 0.32515, 0.46501, 0.00487, 0.00427, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2635, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2636, 642, 0.10013, -0.01244, 1.308, 0.98771, 0.09851, -0.12132, -0.09234, -0.25842, -0.96161, 1.00, 0.31034, 0.46501, -0.00643, -0.02771, 0.10013, -0.01244, 1.308, 0.88895, 0.09856, 0.01249, 0.00, 1, 6, 2, 0
2637, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2638, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2639, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2640, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2641, 637, 0.08606, 0.029, 1.30789, 0.64849, 0.68893, -0.32379, -0.12152, -0.3262, -0.93746, 1.00, 0.30585, 0.48901, 0.00182, -0.00309, 0.08606, 0.029, 1.30789, 0.87686, 0.12314, 0.00, 0.00, 1, 6, 0, 0
2642, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2643, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2644, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2645, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2646, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2647, 638, 0.0635, 0.03077, 1.27999, 0.4345, 0.85384, -0.28666, -0.09269, -0.2742, -0.9572, 1.00, 0.3209, 0.50073, 0.00105, -0.01122, 0.0635, 0.03077, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2648, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2649, 643, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, -0.0792, -0.23681, -0.96832, 1.00, 0.32515, 0.46501, 0.00487, 0.00427, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2650, 646, 0.09463, 0.0013, 1.27999, 0.90742, 0.36105, -0.21501, -0.12216, -0.26293, -0.95705, 1.00, 0.32273, 0.47708, 0.01588, 0.0178, 0.09463, 0.0013, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2651, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2652, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2653, 641, 0.09856, 0.00971, 1.30792, 0.91464, 0.3337, -0.22819, -0.13204, -0.28692, -0.94881, 1.00, 0.30731, 0.47708, 0.0002, -0.02053, 0.09856, 0.00971, 1.30792, 0.88639, 0.11361, 0.00, 0.00, 1, 6, 0, 0
2654, 646, 0.09463, 0.0013, 1.27999, 0.90742, 0.36105, -0.21501, -0.12216, -0.26293, -0.95705, 1.00, 0.32273, 0.47708, 0.01588, 0.0178, 0.09463, 0.0013, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2655, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2656, 646, 0.09463, 0.0013, 1.27999, 0.90742, 0.36105, -0.21501, -0.12216, -0.26293, -0.95705, 1.00, 0.32273, 0.47708, 0.01588, 0.0178, 0.09463, 0.0013, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2657, 643, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, -0.0792, -0.23681, -0.96832, 1.00, 0.32515, 0.46501, 0.00487, 0.00427, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2658, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2659, 643, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, -0.0792, -0.23681, -0.96832, 1.00, 0.32515, 0.46501, 0.00487, 0.00427, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2660, 648, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, -0.11983, -0.21939, -0.96825, 1.00, 0.33699, 0.46501, -0.00269, -0.00634, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
2661, 649, 0.07891, 0.01293, 1.2573, 0.67843, 0.68101, -0.27562, -0.13372, -0.25444, -0.9578, 1.00, 0.33394, 0.48901, 0.00412, -0.00411, 0.07891, 0.01293, 1.2573, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2662, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2663, 646, 0.09463, 0.0013, 1.27999, 0.90742, 0.36105, -0.21501, -0.12216, -0.26293, -0.95705, 1.00, 0.32273, 0.47708, 0.01588, 0.0178, 0.09463, 0.0013, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2664, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2665, 644, 0.08213, 0.01939, 1.27999, 0.66226, 0.68806, -0.29663, -0.12696, -0.28711, -0.94945, 1.00, 0.3209, 0.48901, 0.00194, -0.00515, 0.08213, 0.01939, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2666, 649, 0.07891, 0.01293, 1.2573, 0.67843, 0.68101, -0.27562, -0.13372, -0.25444, -0.9578, 1.00, 0.33394, 0.48901, 0.00412, -0.00411, 0.07891, 0.01293, 1.2573, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2667, 649, 0.07891, 0.01293, 1.2573, 0.67843, 0.68101, -0.27562, -0.13372, -0.25444, -0.9578, 1.00, 0.33394, 0.48901, 0.00412, -0.00411, 0.07891, 0.01293, 1.2573, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2668, 646, 0.09463, 0.0013, 1.27999, 0.90742, 0.36105, -0.21501, -0.12216, -0.26293, -0.95705, 1.00, 0.32273, 0.47708, 0.01588, 0.0178, 0.09463, 0.0013, 1.27999, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2669, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2670, 650, 0.04002, 0.02784, 1.23014, 0.37579, 0.89548, -0.23855, -0.03695, -0.24273, -0.96939, 1.00, 0.34938, 0.51249, -0.00647, -0.01441, 0.04002, 0.02784, 1.23014, 0.75432, 0.24568, 0.00, 0.00, 1, 8, 0, 0
2671, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2672, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2673, 640, 0.02062, 0.03488, 1.23032, 0.21882, 0.95315, -0.20886, -0.0045, -0.21305, -0.97703, 1.00, 0.34938, 0.52421, -0.00681, -0.01257, 0.02062, 0.03488, 1.23032, 0.76952, 0.23048, 0.00, 0.00, 1, 8, 0, 0
2674, 639, 0.04214, 0.03438, 1.25729, 0.35452, 0.90467, -0.23639, -0.06467, -0.22848, -0.9714, 1.00, 0.33371, 0.51249, 0.00016, 0.00188, 0.04214, 0.03438, 1.25729, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2675, 650, 0.04002, 0.02784, 1.23014, 0.37579, 0.89548, -0.23855, -0.03695, -0.24273, -0.96939, 1.00, 0.34938, 0.51249, -0.00647, -0.01441, 0.04002, 0.02784, 1.23014, 0.75432, 0.24568, 0.00, 0.00, 1, 8, 0, 0
2676, 651, 0.08642, -0.01127, 1.22992, 0.87484, 0.41989, -0.24155, -0.1312, -0.27463, -0.95256, 1.00, 0.34938, 0.47708, -0.01282, 0.00037, 0.08642, -0.01127, 1.22992, 0.77391, 0.22609, 0.00, 0.00, 1, 8, 0, 0
2677, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2678, 648, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, -0.11983, -0.21939, -0.96825, 1.00, 0.33699, 0.46501, -0.00269, -0.00634, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
2679, 651, 0.08642, -0.01127, 1.22992, 0.87484, 0.41989, -0.24155, -0.1312, -0.27463, -0.95256, 1.00, 0.34938, 0.47708, -0.01282, 0.00037, 0.08642, -0.01127, 1.22992, 0.77391, 0.22609, 0.00, 0.00, 1, 8, 0, 0
2680, 648, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, -0.11983, -0.21939, -0.96825, 1.00, 0.33699, 0.46501, -0.00269, -0.00634, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
2681, 652, 0.09271, -0.02979, 1.23237, 0.95117, 0.24626, -0.18611, -0.12218, -0.25333, -0.95963, 1.00, 0.34938, 0.46501, -0.02488, 0.01676, 0.09271, -0.02979, 1.23237, 0.75008, 0.24466, 0.00267, 0.00259, 1, 8, 2, 3
2682, 653, 0.0582, 0.01806, 1.2296, 0.50575, 0.82142, -0.26359, -0.07554, -0.26221, -0.96205, 1.00, 0.34938, 0.50073, -0.01084, -0.01029, 0.0582, 0.01806, 1.2296, 0.76629, 0.23371, 0.00, 0.00, 1, 8, 0, 0
2683, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2684, 649, 0.07891, 0.01293, 1.2573, 0.67843, 0.68101, -0.27562, -0.13372, -0.25444, -0.9578, 1.00, 0.33394, 0.48901, 0.00412, -0.00411, 0.07891, 0.01293, 1.2573, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2685, 650, 0.04002, 0.02784, 1.23014, 0.37579, 0.89548, -0.23855, -0.03695, -0.24273, -0.96939, 1.00, 0.34938, 0.51249, -0.00647, -0.01441, 0.04002, 0.02784, 1.23014, 0.75432, 0.24568, 0.00, 0.00, 1, 8, 0, 0
2686, 645, 0.06144, 0.02516, 1.25727, 0.48602, 0.83304, -0.26426, -0.10165, -0.24643, -0.96381, 1.00, 0.33371, 0.50073, -0.0006, 0.00285, 0.06144, 0.02516, 1.25727, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2687, 653, 0.0582, 0.01806, 1.2296, 0.50575, 0.82142, -0.26359, -0.07554, -0.26221, -0.96205, 1.00, 0.34938, 0.50073, -0.01084, -0.01029, 0.0582, 0.01806, 1.2296, 0.76629, 0.23371, 0.00, 0.00, 1, 8, 0, 0
2688, 654, 0.07459, 0.00556, 1.229, 0.69008, 0.67056, -0.27229, -0.10782, -0.27678, -0.95487, 1.00, 0.34938, 0.48901, -0.0113, -0.00264, 0.07459, 0.00556, 1.229, 0.78507, 0.21493, 0.00, 0.00, 1, 8, 0, 0
2689, 649, 0.07891, 0.01293, 1.2573, 0.67843, 0.68101, -0.27562, -0.13372, -0.25444, -0.9578, 1.00, 0.33394, 0.48901, 0.00412, -0.00411, 0.07891, 0.01293, 1.2573, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
2690, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2691, 654, 0.07459, 0.00556, 1.229, 0.69008, 0.67056, -0.27229, -0.10782, -0.27678, -0.95487, 1.00, 0.34938, 0.48901, -0.0113, -0.00264, 0.07459, 0.00556, 1.229, 0.78507, 0.21493, 0.00, 0.00, 1, 8, 0, 0
2692, 647, 0.09134, -0.00452, 1.25727, 0.88238, 0.40816, -0.23411, -0.14389, -0.23964, -0.96014, 1.00, 0.33508, 0.47708, 0.00018, -0.01223, 0.09134, -0.00452, 1.25727, 0.97532, 0.02468, 0.00, 0.00, 1, 8, 0, 0
2693, 651, 0.08642, -0.01127, 1.22992, 0.87484, 0.41989, -0.24155, -0.1312, -0.27463, -0.95256, 1.00, 0.34938, 0.47708, -0.01282, 0.00037, 0.08642, -0.01127, 1.22992, 0.77391, 0.22609, 0.00, 0.00, 1, 8, 0, 0
2694, 653, 0.0582, 0.01806, 1.2296, 0.50575, 0.82142, -0.26359, -0.07554, -0.26221, -0.96205, 1.00, 0.34938, 0.50073, -0.01084, -0.01029, 0.0582, 0.01806, 1.2296, 0.76629, 0.23371, 0.00, 0.00, 1, 8, 0, 0
